RecordedDate,DistributionChannel,UserLanguage,Q2,Q18,Q19,Q20,Q21,Q70,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8,Q8_1_TEXT,Q8_2_TEXT,Q8_3_TEXT,Q9,Q9_1_TEXT,Q9_2_TEXT,Q9_3_TEXT,Q10,Q11,Q12,Q31,Q31_5_TEXT,Q32,Q15,Q34,Q35_1,Q35_2,Q35_3,Q17,Q24,Q69,Q41_1,Q41_2,Q41_3,Q41_4,Q41_5,Q41_6,Q41_7,Q41_8,Q41_9,Q41_10,Q42,Q42_1_TEXT,Q42_2_TEXT,Q42_3_TEXT,Q43,Q43_1_TEXT,Q43_2_TEXT,Q43_3_TEXT,Q44,Q45,Q46,Q62,Q62_5_TEXT,Q63,Q49,Q65,Q66_1,Q66_2,Q66_3,Q52,Q53,Q71,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q26,Q26_1_TEXT,Q26_2_TEXT,Q26_3_TEXT,Q27,Q27_1_TEXT,Q27_2_TEXT,Q27_3_TEXT,Q28,Q29,Q30,Q13,Q13_3_TEXT,Q22,Q33,Q16,Q23_1,Q23_2,Q23_3,Q36,Q37,Q72,Q56_1,Q56_2,Q56_3,Q56_4,Q56_5,Q56_6,Q56_7,Q56_8,Q56_9,Q56_10,Q57,Q57_1_TEXT,Q57_2_TEXT,Q57_3_TEXT,Q58,Q58_1_TEXT,Q58_2_TEXT,Q58_3_TEXT,Q59,Q60,Q61,Q47,Q47_3_TEXT,Q48,Q64,Q50,Q51_1,Q51_2,Q51_3,Q67,Q68,Q14
2020-08-27 3:53,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,26,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,4,3,2,3,3,2,4,3,"1,2,3",active,optimistic,energy level,"1,2",afarid,nervous,,Yes,this system is used for all the situation,Weekly,Detailed review of work,,Colleagues I am close with,everything was fine nothing can change in this,"nothing, already the meeting the right message",3,2,3,110,in the all theoretical classes we can use t his technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,4,3,2,3,2,3,4,3,3,"1,2,3",ENROLLED IN A PHYSICAL ACTIVITY,INSPIRED ,GPS,"1,2,3",NOT ATTRACTIVE,ASHAMED,UPSET,Yes,THIS SYSTEM IS GOOD FOR REGULAR USAGE,Monthly,Theoretical course,,Students I am close with,no everything was fine ,"nothing, already this lecture bring a lot information",2,3,4,110,in an emergency situation,these scenarios helpful to learn many things
2020-08-27 9:21,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,25,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,4,3,2,3,3,4,4,5,5,4,"1,2,3",good,inspired,attract,"1,2,3",nervous,illness,sad,Yes,because all are using,Daily,Detailed review of work,,Someone I supervise,nothing,because no change in the scenario,3,4,3,100,all technology using,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,3,4,5,4,3,2,3,4,4,"1,2,3",ACTIVE,ATTENTIVE,INSPIRED,"1,2,3",UPSET,NERVOUS,MOOD OUT,Yes,This concept is very correct and good,Daily,Practical course,,Other students,no change in scenario ,don't know,3,4,5,110,suddenly using technology all of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in this survey very easy to handle
2020-08-28 5:33,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,57,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,5,2,5,2,5,3,5,2,5,1,"1,2,3",No manual notes,Recorded,Easy to review,"1,2,3",Mistakes also get recorded,Little nervous,Security,Yes,Some time forgot lot of important points. Which is recollect only on discussing again. so like it record it and get a summery.,Daily,"Brainstorming/ideation,Planning,Detailed review of work",,"Supervisor,Someone I supervise",Looking good.which,Report also used to evaluate employees ability and knowledge both side.,5,5,5,110,Hugely beneficial for law court related activities. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,1,5,1,5,3,5,2,5,1,"1,2,3",Virtual Reality,Easy understanding,No need to spend a lot for abroad study,"1,2,3",Travelling experience loss,fixed response,Course of action predefined,Yes,lot of knowledge we gather with this system.,Weekly,Practical course,,"Other students,Students I am close with",Response should not be prefixed have to improve in this way.,Make a system like real conversation with the AI.,5,5,5,110,Tourist preview systems with FAQ.,Nice looking study
2020-08-27 4:33,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,45,Male,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,3,5,2,5,2,5,3,2,3,"1,2,3",The ability to hold more interactive and personal meetings without having to travel overseas,The ability to have important notes recorded for you,The health benefits of being outside and moving instead of sitting when having meetings,"1,2,3",The possibility of unwanted gossip and information being recorded.,The reliance on such a system can weaken one's own personal memory,The lack of real interpersonal contact and associated immersion,Yes,I would because it saves time and money.  It would also offer health benefits which is important.,Weekly,"Brainstorming/ideation,Planning,Detailed review of work,Regular progress update",,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with",I would want to avoid gossip and just speak about business and relevant matters.  I think the system show warn against such gossip and remind users that they are being recorded.  There's just too large a danger there.,Just my work and a pad to take additional notes.  That's all I can think of.,4,5,5,60,"""Getting together"" with friends who I can't travel to see.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,5,1,5,1,5,2,3,1,"1,2,3",The ability to learn and communicate without having to travel,The physical benefits of being active instead of sitting.,Being able to communicate in such a way with so many people at one (personal leverage).,"1,2,3",The lack of real in person communication.,The potential loss of privacy and other security factors,The over reliance on technology that could fail.,Yes,Because it's likely the way of the future and would save time and money.  There would be no point fighting it anyway as one needs to adapt.,Daily,"Practical course,Other","""getting together"" with friends around the world without having to travel",Students I am close with,I would increase security and privacy measures.  That entire issue seemed to be a huge risk that was not addressed.,Just my own notes and a notebook.  I would not want to rely so heavily on the system to do my memorizing for me...as this will make my mind weaker.,4,4,3,80,Communicating with family when I could not be there in person.  Perhaps in a business environment to hold virtual seminars to increase sales.,The pages after each scenario were reversed but I compensated for that.  Thanks for the HIT!  I did my best and hope the data is useful!
2020-08-27 3:37,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,25,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,3,2,4,2,2,3,2,4,3,"1,2,3",inspried,acive,attentive,"1,2,3",upset,ashamed,sad,Yes,likely to use ,Weekly,"Brainstorming/ideation,Planning",,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with",to be clear with wat ever is happening,note and project files,3,4,4,90,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,4,5,4,5,4,4,4,5,4,"1,2,3",Active,Alert,Attentive,"1,2,3",nervous,upset,ashamed,Yes,likely,Monthly,"Practical course,Theoretical course",,A lecturer,none,clear minded,3,4,4,100,effortive,none
2020-08-27 3:57,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,40,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,4,3,2,3,4,2,1,3,5,"1,2,3",THE LOCATION NEAR THE PARK,THERE WAS A COMPANY BETWEEN HIS HOME AND THE LONG PARK,STACY IS EASY RECOVER FROM HER WIPED,"1,2,3",AMIR GAVE STACY AN UPDATE ON ALL THE GOSSIP,SHE SHIVERED DESPITE THE AUGUST SUN,THEY STARTED THEIR MEETINGS AND AMIR'S FROM FELL INTO STRIDE BESIDE STACY,Yes,I AM NOT INTERESTED,Weekly,"Planning,Detailed review of work",,"Colleague,Someone I supervise",FRIEND,THIS IS ENOUGH FOR THIS SO I CAN'T ADD,3,4,2,100,CONDUCT THE CLASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,2,3,4,2,2,4,2,3,3,4,"1,2,3",THE LECTURE NOTIFICATION FROM EMAIL,THE PROFESSOR WAS MAPPED ONTO THE ENVIRONMENT,THE CLASS CONDUCT UNDER THE LARGE TREE ,"1,2,3",MANY DISTRACTION WILL OCCUR,THE PEOPLE CROSSING OVER TALKING,WEATHER CHANGING PROBLEM,No,I DON'T LIKE IT SO I DON'T USE THIS SYSTEM,Weekly,Theoretical course,,A lecturer,NO,I THINK IT IS EASY TO CONVEY TO FRIEND BECAUSE BOTH ARE SAME WAVELENGTH ,3,4,3,70,CONDUCT MEETING,NOTHING
2020-08-27 7:44,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,25,Female,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,3,5,2,4,1,3,2,1,1,GOOD,,,1,NONE,,,Yes,YES I USE A SYSTEM LIKE THIS. BECAUSE I WORK IN A SOFTWARE COMPANY.,Daily,Brainstorming/ideation,,Colleague,WE ARE IMPROVE OUR SKILL,IT IS GOOD SCENARIO.IT IS MOTIVATED TO THE WORKERS.,3,4,2,110,WE ARE IMPROVE OUR KNOWLEDGE AND SKILL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,5,3,4,2,1,2,4,3,1,GOOD,,,1,NONE,,,Yes,THIS IS USEFUL TO THE PEOPLES.,Daily,Practical course,,Students I am close with,THE AR SYSTEM DISPLAYS 3D MODELS,I LKE THAT SCENARIO.IT IS MOTIVATE TO THE STUDENTS.,4,3,5,100,8D OR 9D ETC.,NONE
2020-08-27 4:00,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,51,Male,USA,Walking meetings are a regular part of my routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,2,5,1,4,1,5,1,5,2,"1,2,3",Stacy is a bright young developer working for a large multinational software company.,She is currently working on a project in Tokyo in coopration with a local client.,"An accurate 3D representation of Amir appears to Stacy in her AR vision, and a model of her also appears for him","1,2,3","If the meeting went long, he would take a lap around the pond near then  end of the journey.","They started their meeting and Amir's form fell into stride beside Stacy,",She wiped a tear from her eye as she recovered from laughing.,Yes,Hologram,Daily,"Planning,Detailed review of work",,"Colleague,Colleagues I am close with","No, Everything alright.",I will do some mobile applications using augmented reality system.,5,5,5,98,To use efficient usage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,1,5,1,5,4,5,1,5,2,"1,2,3",Saamia is a student in Canada who is enrolled in a Massive online Open Course (MOOC) hosted by a professor at a university in Germany.,The course releases new lectures each week that require the students to go to any large outdoor space in their local area so they can walk new locations between lecture segments.,"Using an augmented reality (AR) system, the professor appears before the students as though he was really in the environment.","1,2,3",The email for this week said that the lecture contained three segments and needed to be completed before Friday night at midnight.,"The course was hosted by a university in Germany but Saamia was in Canada, so she needed to be done by Friday afternoon.","Her augmented reality system was required for the course, but this was 2030, her AR system was always with her anyway.",Yes,It's really good for usage.,Daily,"Practical course,Theoretical course",,"Students I am close with,A lecturer","No, Everything is alright.",Meeting system will be improved to using this system.,5,5,5,100,To build mobile applications.,i'm feeling free to participated in this study.
2020-08-27 4:30,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,25,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,3,3,4,2,4,3,4,3,4,2,"1,2,3",friendly,happy,enjoyable,"1,2,3",tired,abunded,secretive,Yes,because i like to go walking ,Weekly,Planning,,Supervisor,it make better buy using some more talks,nothing because it is moderately good,3,2,3,70,high priority process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,3,3,3,5,2,3,4,4,2,"1,2,3",informative,interesting,conservative,"1,2,3",unpredictable,unusual,abunded,Yes,in future it is the main source to improve the global and technologies,Weekly,Practical course,,A lecturer,include more information,nothing cause there is moderately good,4,4,4,50,i used to improve more virtual ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
none"
2020-08-27 8:26,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,29,Female,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,4,2,3,1,5,2,3,2,3,1,"1,2,3",CAN DELETE OUR MISTAKES,MAKES TO PRESENT GOOD,IT IS GOOD FOR THE PROFESSIONAL,"1,2,3",I DONT FIND ANYTHING NEGATIVE,NOTHING,NOTHING,No,I DONT LIKE THIS KIND OF SYSTEM,Rarely if ever,Planning,,Someone I supervise,I WOULD MAKE IT MORE IMPRESSIVE AND TO HANDLE EASILY,NOTHING BECAUSE I ATTEND THESE KIND OF MEETINGS VERY RARE SO IT IS ENOUGH TO ATTEND THIS MEETING WITH WHAT I HAVE,5,4,5,90,WHENEVER WE NEED VIRTUAL ONLINE SESSIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,2,3,1,3,1,4,2,3,1,"1,2,3",3D SCENARIO GIVES THE REAL FIELD,GIVES OPPORTUNITY TO ENGAGED GLOBALLY,EXPLORING OUTER ENVIRONMENT IS GOOD THING,"1,2,3",IT IS REALLY DIFFICULT TO FIND NEW PLACES,TIMEING VARIES ACROSS THE GLOBE,NOTHING,Yes,IT WOULD BE A NEW EXPERIENCE FOR ME,Monthly,Practical course,,"Other students,A lecturer",I WOULD LIKE TO CHANGE THE TIME DIFFERENCE ,NOTHING BECAUSE IT IS PERFECT,5,5,5,100,DURING ONLINE CHAT WITH MY FRIENDS,THEY ARE GOOD
2020-08-27 3:26,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,59,Female,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,Detailed review of work,,Supervisor,,"nothing,this is good",4,4,4,,,I have read the scenario above,3,3,3,3,4,4,4,4,3,3,"1,2,3",kind ness,talkative,friendly ness,"1,2,3",hope,not clear,no goal,Yes,i used to walk few distance daily ,Daily,,,,"yes,additional in changing weather",,,,,70,walking and jagging,I have read the scenario above,3,3,3,4,4,4,4,3,3,4,"1,2,3",attractive,kindness,vision,"1,2,3",not proper,not clear,not good,Yes,this is really good.i liked very much.,Daily,,,,make the perfect scenario,,,,,80,see one man,,,,,,,,,,,,,,,,,,,,,,,Practical course,,Students I am close with,,explanations,3,2,4,,,good
2020-08-27 6:40,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,56,Female,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,"Brainstorming/ideation,Planning,Detailed review of work,Regular progress update",,"Colleague,Colleagues I am close with",,"nothing, since everything could be recorded and saved.",4,4,4,,,I have read the scenario above,4,1,4,1,4,1,4,1,4,1,"1,2,3",personal interaction,meetings outdoors,memorable conversation that could be recorded and maintained,"1,2,3",mental confution,unable to fully concentrate on bussness,having to wear glasses,Yes,I think its a more personable way to keep contact with colleges and be in the moment in a more personable way as well as bussness way.,Weekly,,,,"nothing, I think that this was perfect as it was.",,,,,80,"I would use this technology to keep in touch with friends and relatives around the world, or to even have conversations with artists and scholars.",I have read the scenario above,4,1,4,1,4,1,4,1,4,1,"1,2,3",classes outdoors,do at your own pace,able to save all work,"1,2,3",dependent on weather,dependent on location,can't interact with teacher,Yes,I think this is a great opportunity to take classes without being tethered to a classroom or indoor computer.,Weekly,,,,I would make this in some way interactive with the teacher.,,,,,80,Interactive art and creativity classes.,,,,,,,,,,,,,,,,,,,,,,,Theoretical course,,"Other students,Students I am close with,A lecturer",,"nothing. since this would be nothing I could bring really, and it would be recorded like in the metting I read before.",3,3,3,,,none
2020-08-27 7:32,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,32,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,4,2,5,1,5,1,5,2,4,1,"1,2,3",Being able to be outside.,Having the system take notes,Being able to delete or emphasize notes in the meeting.,"1,2,3",Takes away from the face to face interaction,People may focus too much on the software and maybe not enough on the meeting topic.,You can't go back in after the meeting and add notes.,Yes,"I think some people, myself, arent't the best note takers. I would love something that would simplify the meetings I have.",Weekly,"Brainstorming/ideation,Planning,Detailed review of work,Regular progress update",,"Supervisor,Colleague",I would make the software track heart rate and suggest techniques if people are nervous. Maybe allow for them to take a 5 minute break in the park for a breathing exercise.,"Nothing. I think everything I would need is in the software, I wouldn't want to make the meeting any more complicated.",4,5,5,75,I would use this for school. I am not the best note taker so I would want this in a class I would  be taking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,1,5,1,5,1,4,2,4,1,"1,2,3","Outdoors means fresh air, exercise, and Vitamin D from the sun.",Most people work better outdoors vs a stuffy classroom.,People with social anxiety don't feel that anxiety alone in the park.,"1,2,3","If you have a question, you better hope it's in the FAQ.","If there's a problem submitting your work, the professor is in a different time zone, may be hard to get a hold of him.",You don't get to make new friends or connections like you would in a class room.,Yes,I think this takes away a lot of stress for those who want to do courses taught by people on the other side of the world. It saves so much money and time not having to travel for school. I also think people work better at their own pace and outside vs sitting in a classroom.,Daily,Theoretical course,,"Students I am close with,A lecturer","I would give the option to be able to speak with other students. Have a class directory on the system, and it shows who is online and taking the course. I would also like to see the system allow for students to group up and meet ""in a park"" to do study groups.",I would make the professor have virtual office hours where students can show up through the system in his office or in his park to ask questions or get help.,5,3,5,80,Exercise classes and cooking classes. It seems like the perfect software for yoga instructors or chefs to teach. ,"I like the premise behind the software. I think this takes so much hassle from traveling to school, and helps those with anxiety around people."
2020-08-27 3:26,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,31,Male,USA,Walking meetings are a regular part of my routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,2,3,2,5,2,2,4,2,4,3,"1,2,3",distances,communications,meeting,"1,2,3",long distances,time gape,in convenient,Yes,its merge two persons even they being long,Monthly,Planning,,Someone I supervise,make friendly,nothing,3,3,4,75,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,2,3,3,4,2,5,2,3,4,3,"1,2,3",preofessor,global assignment,routin,"1,2,3",more work,less projects,routin work,Yes,it is useful to students for completing assignment,Weekly,Practical course,,Other students,making little user friendly,nothing,2,3,2,80,colleges,useful
2020-08-27 4:58,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,26,Male,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,"Brainstorming/ideation,Planning",,"Supervisor,Colleague,Someone I supervise,Colleagues I am close with",,"Nothing, everything that I need is easily handled by the glasses.",4,4,4,,,I have read the scenario above,4,2,2,1,3,1,3,1,3,1,"1,2,3",Remote meeting with visual representation of other peopl,Easy to mark point in conversation to record,Able to delete certain parts in conversation,"1,2,3",Relying on technology when that could break or company could shutdown,Not using own memory much and relying on device,"Holograms aren't real people, just representations.",Yes,"Yes, I would like it,however there would have to be certain improvements made.",Weekly,,,,I would prefer to write down memories that I wanted instead of relying on the device.,,,,,10,"Could be used to talk to family that is distant, or watching movies or tv shows.",I have read the scenario above,4,1,1,1,3,1,3,1,4,1,"1,2,3",Pleasant walk through nature,Able to learn while outdoors,Teacher understands how to combine tech and outdoors.,"1,2,3",Too much reliance on technology.,The gestures could be misinterpreted.,"Some people learn best in class, or might get distracted by nature.",Yes,"I find this very interesting, and would enjoy being able to take classes while outdoors and learn.",Daily,,,,"Potential to see other's tracks, or paths taken.",,,,,50,"Business meetings, conventions, could be used for more entertainment purposes like outdoor clubs or dances.",,,,,,,,,,,,,,,,,,,,,,,"Practical course,Theoretical course",,"Students I am close with,A lecturer",,"a notepad and pencil, so I can jot down notes in my own words and not have to rely on the device for them.",4,4,4,,,"They are very realistic to me, and with the advancement of AR and glasses, I could easily imagine these in the very near future."
2020-08-27 5:06,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,25,Male,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,5,1,4,3,3,2,4,2,"1,2,3",Attentive,inspired,alert,"1,2,3",upset,afraid,ashamed,Yes,its better and comfortable for me.,Weekly,"Brainstorming/ideation,Planning,Detailed review of work",,"Supervisor,Colleague,Someone I supervise",yes,its enough for me,3,5,4,110,more family situation that like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,3,3,3,2,3,4,4,3,3,"1,2,3",alert,sincere,attentive,"1,2,3",guilty,nervous,ashamed,Yes,good system . its easy to use,Daily,Practical course,,Students I am close with,nothing,more fun scenario.,4,5,3,100,achieving company goals,good study
2020-08-27 12:38,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,29,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,2,4,3,3,4,3,2,4,3,"1,2,3",Stacy looked round birds fitting tree to tree,Big fountain,Long park,"1,2,3",pigeon flow through hologram,ar glass,meeting system,No,It is not good,Rarely if ever,Planning,,Colleague,Add some things better,Nothing,3,2,3,60,Some basic situations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,3,2,4,3,3,4,2,3,4,3,"1,2,3",planning,planningstraight,seeking,"1,2,3",nothing,nothing,nothing,Yes,I like it,Daily,"Practical course,Theoretical course",,Students I am close with,it is better if some modifications made in,I don't like the system,3,2,4,70,preplanning,This is nice and neat thanks.
2020-08-27 4:06,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,41,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,4,2,3,4,5,3,4,4,2,"1,2,3",YOUNG DEVELOPER TO WORK IN SOFTWARE COMPANY,THE SYSTEM AUTOMATICALLY RECORD,PARK TO BIG FOUNTAIN TO START MEETING,"1,2,3",LAP AROUND THE POND NEAR THE END OF JOURNEY,LONG PARK BETWEEN HIS HOME,PATH OF WEATHER CHANGING,Yes,ITS VERY TECHNOLOGIES AND COMPONENTS ARE USE,Weekly,Brainstorming/ideation,,Colleague,NO ,BECAUSE THIS SCENARIO IS ALWAYS CORRECT I AM NOT USE ADD OR CHANGE.,5,4,5,110,YOUNG TECHNOLOGY ENGINEERING.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,5,3,2,5,3,4,1,5,3,"1,2,3",WOKE UP EARLY MORNING,NOVEL LECTURE,CENTER OF PARK AND STARTED COURCE,"1,2,3",VIRTUAL  PROFESSOR DISAPPEAD IN SAAMIA'S  ENVIRONMENT,GO TO ANY OUTDOOR SPACE,HE FELT A STRANGE SENSE OF COMMUNITY,Yes,IT IS VERY USEFUL FOR EVERYONE AND GIVE INFORMATION,Weekly,Theoretical course,,Students I am close with,NO,THIS IS VERY CORRECT FOR IT. NOT CHANGE ANYONE,4,3,4,110,MEETING,ITS REALLY AMAZING AND USEFUL FOR IT TECHNOLOGIES.
2020-08-27 8:50,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,30,Male,USA,"I have participated in several walking meetings, but they are not a regular part of my routine",I have read the scenario above,4,2,5,1,4,2,5,2,4,1,"1,2,3",Emphasis gestures,Customized notes,Ability,"1,2,3",misspoke,Incorrect things,Mistakes,Yes," The intelligent meeting assistant had generated customized notes for him based on his gestures and his behaviour.So,I will be used this system",Weekly,"Brainstorming/ideation,Planning,Regular progress update",,"Supervisor,Colleague,Colleagues I am close with",No.Everything is better at last.,nothing.All things are available in this meeting,4,5,5,100,I did not know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,1,5,1,4,2,5,1,4,1,"1,2,3",Beautiful sunny day,Kinetic energy,Slide of information,"1,2,3",dropped,tired,wouldn't absorb nearly as much information,Yes,This is very interesting and useful system to all.,Monthly,"Practical course,Theoretical course",,"Students I am close with,A lecturer",Everything is better in this scenario,nothing.All things are comfotable in this lecture,4,5,5,100,This technology can provide surgeons with vital patient health information in the form of three-dimensional objects while enabling the medical specialists to use their both hands without the need for searching necessary data during the intervention.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nice
2020-08-27 7:50,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,34,Female,USA,I have never participated in a walking meeting,I have read the scenario above,3,1,4,4,3,1,3,4,2,2,"1,2,3",Its fast and people could make lots of meetings in a small time period,There is not real human contact so no risks of transmitting diseases,People could even be at their homes or on a holiday and still participate in the almost real meeting,"1,2,3","I dont really like the concept, i dont really think that this can change a real meeting","Real meetings are just better in every way, virtual ones are still ok, but its just not the real thing","System can make some mistakes, or you could rely much on the delete option, but maybe the other person is an administrator and could see those deleted messages",No,I just dont thing real meetings have alternatives.,Rarely if ever,Brainstorming/ideation,,Colleagues I am close with,Nothing really,Maybe headphones since it would be nice to hear yourself and how you really sound after,2,2,2,90,Maybe for casuall chatting. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,1,4,1,5,1,4,2,5,1,"1,2,3","THe idea of adaptive AI is awesome, first time i hear about this",One professor can lecture thousands of peopel this way,THat proffesor could be the next einstein and can pass his findings to thousands of people,"1,2,3","walking the park with ai, maybe you dont see someon e coming your way",Maybe the ai makes a mistake and you fall of a steep edge,"Other people in the park will look at you and laugh, and you will look funny",Yes,"ITs just awesome, the idea that one professor can lecture thousands of students is great, also they walk and walking is healthy",Daily,"Practical course,Theoretical course",,"Other students,Students I am close with,A lecturer","Some next gen oculus or AI would be grat, so you can use it and look at things in real life too","I would bring normal stuff i carry to the park, water sandwitch etc. These things are just not the same in AI :D",4,4,4,100,"Maybe police, military, fighter pilots training",THe first one is really great! the second one (the meeting) is not that useful or interesting.
2020-08-27 4:53,anonymous,EN,Click to confirm that you have read the introduction and agree to your data being anonymously collected.,31,Male,USA,I have never participated in a walking meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,5,2,4,2,4,2,4,2,4,2,"1,2,3",london,tokyo,meeting,"1,2,3",fast,running,story,Yes,system is moderately change,Daily,Planning,,Supervisor,nothing,enter the new character,4,4,4,100,nothing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I have read the scenario above,4,2,4,2,4,2,4,2,4,2,"1,2,3",student,canada,university,"1,2,3",not safe,system,study,Yes,change system,Weekly,Theoretical course,,A lecturer,another character,this is fully completed,4,3,4,120,nothing,good keep continue
